# Image list with two lines of data per image:
# IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
# POINTS2D[] as (X, Y, POINT3D_ID)
206 0.595193 -0.001409 -0.803573 0.003614 0.011805 -0.003192 3.377355 1 images0206.ToneMapper.dst.1.RGBA.png

207 0.611888 -0.001027 -0.790936 0.003383 0.011388 -0.003549 3.377145 1 images0207.ToneMapper.dst.1.RGBA.png

208 0.627810 -0.001129 -0.778359 0.003275 0.010512 -0.003402 3.374597 1 images0208.ToneMapper.dst.1.RGBA.png

209 0.644256 -0.000942 -0.764804 0.002715 0.010301 -0.003832 3.374020 1 images0209.ToneMapper.dst.1.RGBA.png

210 0.660476 -0.000996 -0.750843 0.002336 0.010331 -0.004325 3.375492 1 images0210.ToneMapper.dst.1.RGBA.png

211 0.675582 -0.000868 -0.737281 0.002363 0.009597 -0.004253 3.373520 1 images0211.ToneMapper.dst.1.RGBA.png

212 0.690514 -0.000787 -0.723316 0.001976 0.008605 -0.005083 3.376898 1 images0212.ToneMapper.dst.1.RGBA.png

213 0.705897 -0.000734 -0.708311 0.002126 0.008815 -0.004891 3.375014 1 images0213.ToneMapper.dst.1.RGBA.png

214 0.720883 -0.000391 -0.693055 0.001898 0.008718 -0.005272 3.375006 1 images0214.ToneMapper.dst.1.RGBA.png

215 0.735141 -0.000671 -0.677911 0.001871 0.008222 -0.005012 3.375165 1 images0215.ToneMapper.dst.1.RGBA.png

216 0.749385 -0.000725 -0.662130 0.002184 0.007901 -0.004896 3.375406 1 images0216.ToneMapper.dst.1.RGBA.png

217 0.763157 -0.000395 -0.646210 0.001967 0.007349 -0.005325 3.375346 1 images0217.ToneMapper.dst.1.RGBA.png

218 0.776570 -0.000572 -0.630028 0.001899 0.006636 -0.005010 3.376108 1 images0218.ToneMapper.dst.1.RGBA.png

219 0.789601 -0.000491 -0.613617 0.001799 0.006319 -0.004595 3.376157 1 images0219.ToneMapper.dst.1.RGBA.png

220 0.802215 -0.000167 -0.597033 0.001545 0.005755 -0.005391 3.377319 1 images0220.ToneMapper.dst.1.RGBA.png

221 0.814858 0.000018 -0.579659 0.001720 0.005318 -0.005032 3.377701 1 images0221.ToneMapper.dst.1.RGBA.png

222 0.826686 0.000122 -0.562661 0.001350 0.004884 -0.005498 3.377231 1 images0222.ToneMapper.dst.1.RGBA.png

223 0.838189 -0.000041 -0.545378 0.001672 0.003682 -0.005249 3.378359 1 images0223.ToneMapper.dst.1.RGBA.png

224 0.849369 0.000124 -0.527797 0.001604 0.002988 -0.005403 3.377910 1 images0224.ToneMapper.dst.1.RGBA.png

225 0.860504 -0.000053 -0.509442 0.001674 0.002945 -0.005133 3.378178 1 images0225.ToneMapper.dst.1.RGBA.png

226 0.870686 0.000154 -0.491837 0.001560 0.001746 -0.005325 3.378334 1 images0226.ToneMapper.dst.1.RGBA.png

227 0.880792 0.000286 -0.473500 0.001480 0.001259 -0.005435 3.378427 1 images0227.ToneMapper.dst.1.RGBA.png

228 0.890767 0.000384 -0.454458 0.001493 0.001169 -0.005283 3.378931 1 images0228.ToneMapper.dst.1.RGBA.png

229 0.900206 0.000564 -0.435461 0.001425 0.000587 -0.005157 3.379356 1 images0229.ToneMapper.dst.1.RGBA.png

230 0.909091 0.000338 -0.416595 0.001601 -0.000124 -0.004362 3.379035 1 images0230.ToneMapper.dst.1.RGBA.png

231 0.917500 0.000537 -0.397733 0.001511 -0.000959 -0.004540 3.376948 1 images0231.ToneMapper.dst.1.RGBA.png

232 0.925514 0.000435 -0.378710 0.001492 -0.001375 -0.004151 3.377398 1 images0232.ToneMapper.dst.1.RGBA.png

233 0.933251 0.000992 -0.359220 0.001400 -0.002183 -0.004443 3.377233 1 images0233.ToneMapper.dst.1.RGBA.png

234 0.940561 0.000861 -0.339621 0.001324 -0.002605 -0.004615 3.377358 1 images0234.ToneMapper.dst.1.RGBA.png

235 0.947564 0.001583 -0.319560 0.001172 -0.003606 -0.004993 3.377991 1 images0235.ToneMapper.dst.1.RGBA.png

236 0.954116 0.001432 -0.299431 0.001340 -0.004382 -0.004892 3.378720 1 images0236.ToneMapper.dst.1.RGBA.png

237 0.960175 0.001572 -0.279392 0.001219 -0.004731 -0.004962 3.377971 1 images0237.ToneMapper.dst.1.RGBA.png

238 0.965756 0.001828 -0.259444 0.001204 -0.005646 -0.005124 3.378471 1 images0238.ToneMapper.dst.1.RGBA.png

239 0.971009 0.002258 -0.239029 0.001297 -0.006592 -0.005081 3.378019 1 images0239.ToneMapper.dst.1.RGBA.png

240 0.975721 0.002115 -0.219003 0.001236 -0.007124 -0.005319 3.379301 1 images0240.ToneMapper.dst.1.RGBA.png

241 0.980062 0.002014 -0.198679 0.001274 -0.007904 -0.004907 3.377943 1 images0241.ToneMapper.dst.1.RGBA.png

242 0.984097 0.002321 -0.177612 0.001048 -0.007998 -0.005301 3.379842 1 images0242.ToneMapper.dst.1.RGBA.png

243 0.987652 0.002275 -0.156644 0.000856 -0.008088 -0.005458 3.382268 1 images0243.ToneMapper.dst.1.RGBA.png

244 0.990716 0.001477 -0.135934 0.000951 -0.008577 -0.005111 3.382151 1 images0244.ToneMapper.dst.1.RGBA.png

245 0.993334 0.001964 -0.115250 0.000932 -0.009080 -0.005238 3.381268 1 images0245.ToneMapper.dst.1.RGBA.png

246 0.995524 0.001800 -0.094491 0.000734 -0.009712 -0.004974 3.380129 1 images0246.ToneMapper.dst.1.RGBA.png

247 0.997319 0.002173 -0.073146 0.000699 -0.009603 -0.005296 3.382347 1 images0247.ToneMapper.dst.1.RGBA.png

248 0.998631 0.002346 -0.052256 0.000788 -0.010197 -0.005720 3.381950 1 images0248.ToneMapper.dst.1.RGBA.png

249 0.999497 0.001943 -0.031652 0.000689 -0.010704 -0.005501 3.381345 1 images0249.ToneMapper.dst.1.RGBA.png

250 0.999941 0.001989 -0.010656 0.000542 -0.011051 -0.005011 3.382331 1 images0250.ToneMapper.dst.1.RGBA.png

251 0.964590 0.260551 0.039236 0.011796 -0.012375 -0.001305 3.380076 1 images0251.ToneMapper.dst.1.RGBA.png

252 0.961260 0.259273 0.090145 0.025128 -0.012670 -0.001305 3.380250 1 images0252.ToneMapper.dst.1.RGBA.png

253 0.955566 0.256360 0.140286 0.038632 -0.013502 -0.000889 3.379269 1 images0253.ToneMapper.dst.1.RGBA.png

254 0.946813 0.254195 0.190371 0.051858 -0.013530 -0.001981 3.380282 1 images0254.ToneMapper.dst.1.RGBA.png

255 0.935669 0.251141 0.239182 0.065144 -0.013951 -0.002414 3.382069 1 images0255.ToneMapper.dst.1.RGBA.png

256 0.921770 0.248028 0.287578 0.078234 -0.014033 -0.004251 3.382218 1 images0256.ToneMapper.dst.1.RGBA.png

257 0.905757 0.242774 0.335200 0.091138 -0.014508 -0.003660 3.384306 1 images0257.ToneMapper.dst.1.RGBA.png

258 0.886820 0.238107 0.382229 0.103710 -0.013940 -0.004923 3.385511 1 images0258.ToneMapper.dst.1.RGBA.png

259 0.865300 0.233773 0.428035 0.115725 -0.013537 -0.006958 3.387306 1 images0259.ToneMapper.dst.1.RGBA.png

260 0.841615 0.226891 0.473238 0.127475 -0.012193 -0.006997 3.386578 1 images0260.ToneMapper.dst.1.RGBA.png

261 0.815566 0.220590 0.516599 0.138989 -0.011426 -0.008151 3.389405 1 images0261.ToneMapper.dst.1.RGBA.png

262 0.787416 0.213495 0.558397 0.150296 -0.011392 -0.009019 3.391992 1 images0262.ToneMapper.dst.1.RGBA.png

263 0.756734 0.205367 0.599372 0.161030 -0.009974 -0.009370 3.390786 1 images0263.ToneMapper.dst.1.RGBA.png

264 0.723718 0.197082 0.638908 0.170844 -0.009010 -0.009959 3.392468 1 images0264.ToneMapper.dst.1.RGBA.png

265 0.688593 0.188021 0.676738 0.180318 -0.008245 -0.009719 3.391208 1 images0265.ToneMapper.dst.1.RGBA.png

266 0.652479 0.177881 0.711936 0.189148 -0.008365 -0.010572 3.389054 1 images0266.ToneMapper.dst.1.RGBA.png

267 0.614171 0.167510 0.745220 0.198447 -0.006897 -0.011579 3.388828 1 images0267.ToneMapper.dst.1.RGBA.png

268 0.574411 0.156588 0.776813 0.205169 -0.005326 -0.010145 3.388586 1 images0268.ToneMapper.dst.1.RGBA.png

269 0.532644 0.145474 0.805987 0.213339 -0.003978 -0.011121 3.391751 1 images0269.ToneMapper.dst.1.RGBA.png

270 0.489233 0.134044 0.833079 0.220597 -0.002020 -0.011891 3.392029 1 images0270.ToneMapper.dst.1.RGBA.png

271 0.445074 0.122169 0.857815 0.226137 -0.000602 -0.011262 3.392073 1 images0271.ToneMapper.dst.1.RGBA.png

272 0.399582 0.109972 0.879851 0.232602 0.000623 -0.011624 3.393609 1 images0272.ToneMapper.dst.1.RGBA.png

273 0.352719 0.097468 0.899923 0.237124 0.001889 -0.011200 3.393579 1 images0273.ToneMapper.dst.1.RGBA.png

274 0.305607 0.084647 0.917021 0.241892 0.002723 -0.011227 3.393414 1 images0274.ToneMapper.dst.1.RGBA.png

275 0.256921 0.071725 0.931574 0.247018 0.004388 -0.012098 3.392500 1 images0275.ToneMapper.dst.1.RGBA.png

276 0.208737 0.058376 0.943702 0.249894 0.005305 -0.011678 3.393321 1 images0276.ToneMapper.dst.1.RGBA.png

277 0.159693 0.045143 0.953124 0.253010 0.006409 -0.011526 3.393388 1 images0277.ToneMapper.dst.1.RGBA.png

278 0.109704 0.031735 0.960189 0.254940 0.008258 -0.010969 3.394575 1 images0278.ToneMapper.dst.1.RGBA.png

279 0.059764 0.017654 0.964642 0.256089 0.009151 -0.010102 3.392831 1 images0279.ToneMapper.dst.1.RGBA.png

280 0.008960 0.003956 0.966552 0.256285 0.010441 -0.009158 3.391173 1 images0280.ToneMapper.dst.1.RGBA.png

281 -0.041997 -0.009436 0.965851 0.255499 0.012243 -0.007963 3.390893 1 images0281.ToneMapper.dst.1.RGBA.png

282 -0.091854 -0.023190 0.962329 0.254848 0.012900 -0.007854 3.387856 1 images0282.ToneMapper.dst.1.RGBA.png

283 -0.142138 -0.036449 0.956227 0.253177 0.014813 -0.006888 3.386037 1 images0283.ToneMapper.dst.1.RGBA.png

284 -0.191712 -0.049572 0.947545 0.250894 0.016103 -0.006042 3.383031 1 images0284.ToneMapper.dst.1.RGBA.png

285 -0.240541 -0.062729 0.936423 0.247623 0.017084 -0.005033 3.380765 1 images0285.ToneMapper.dst.1.RGBA.png

286 -0.288691 -0.075793 0.922826 0.243524 0.016777 -0.003442 3.379846 1 images0286.ToneMapper.dst.1.RGBA.png

287 -0.335489 -0.088635 0.906983 0.238691 0.016370 -0.001790 3.380539 1 images0287.ToneMapper.dst.1.RGBA.png

288 -0.382164 -0.101159 0.888525 0.232899 0.015764 0.000661 3.377661 1 images0288.ToneMapper.dst.1.RGBA.png

289 -0.428430 -0.113551 0.866896 0.228136 0.016084 0.000290 3.378252 1 images0289.ToneMapper.dst.1.RGBA.png

290 -0.473259 -0.126536 0.842770 0.223053 0.015448 -0.001727 3.383699 1 images0290.ToneMapper.dst.1.RGBA.png

291 0.517061 0.138518 -0.816511 -0.216265 0.014522 -0.001446 3.382937 1 images0291.ToneMapper.dst.1.RGBA.png

292 0.558985 0.150042 -0.788358 -0.208601 0.012513 -0.000648 3.385369 1 images0292.ToneMapper.dst.1.RGBA.png

293 0.599713 0.161005 -0.757681 -0.200853 0.011914 -0.000778 3.385333 1 images0293.ToneMapper.dst.1.RGBA.png

294 0.638658 0.170896 -0.725315 -0.191908 0.010623 0.001176 3.379875 1 images0294.ToneMapper.dst.1.RGBA.png

295 0.675280 0.181629 -0.690989 -0.183144 0.008588 0.000239 3.376649 1 images0295.ToneMapper.dst.1.RGBA.png

296 0.710908 0.191023 -0.654269 -0.173357 0.008494 0.000752 3.378494 1 images0296.ToneMapper.dst.1.RGBA.png

297 0.744357 0.199981 -0.615811 -0.163454 0.007762 0.001465 3.379519 1 images0297.ToneMapper.dst.1.RGBA.png

298 0.775449 0.208769 -0.575943 -0.152917 0.006412 0.001625 3.378590 1 images0298.ToneMapper.dst.1.RGBA.png

299 0.804751 0.216486 -0.534245 -0.141744 0.005429 0.002293 3.378934 1 images0299.ToneMapper.dst.1.RGBA.png

300 0.831936 0.222895 -0.491139 -0.130314 0.004944 0.003393 3.375439 1 images0300.ToneMapper.dst.1.RGBA.png

301 0.856238 0.230054 -0.447123 -0.118376 0.002564 0.003045 3.376636 1 images0301.ToneMapper.dst.1.RGBA.png

302 0.878341 0.235344 -0.402315 -0.106176 0.000467 0.003575 3.375543 1 images0302.ToneMapper.dst.1.RGBA.png

303 0.898004 0.240620 -0.356158 -0.094031 -0.001609 0.003956 3.373968 1 images0303.ToneMapper.dst.1.RGBA.png

304 0.915167 0.246010 -0.308746 -0.081392 -0.003525 0.003386 3.373631 1 images0304.ToneMapper.dst.1.RGBA.png

305 0.930289 0.249199 -0.260395 -0.068239 -0.005303 0.004202 3.375203 1 images0305.ToneMapper.dst.1.RGBA.png

306 0.942474 0.252655 -0.211759 -0.055374 -0.006208 0.003202 3.376032 1 images0306.ToneMapper.dst.1.RGBA.png

307 0.951909 0.256631 -0.161948 -0.042214 -0.007863 0.001395 3.375422 1 images0307.ToneMapper.dst.1.RGBA.png

308 0.959197 0.258006 -0.112012 -0.028760 -0.009600 0.001716 3.374255 1 images0308.ToneMapper.dst.1.RGBA.png

309 0.963629 0.259499 -0.062002 -0.015315 -0.010113 0.000587 3.376828 1 images0309.ToneMapper.dst.1.RGBA.png

310 0.965236 0.261112 -0.011728 -0.001633 -0.011826 -0.000904 3.380279 1 images0310.ToneMapper.dst.1.RGBA.png

311 0.861367 0.499458 0.079688 0.047316 -0.011948 0.002119 3.383009 1 images0311.ToneMapper.dst.1.RGBA.png

312 0.848382 0.491620 0.169464 0.099195 -0.013768 0.000085 3.384353 1 images0312.ToneMapper.dst.1.RGBA.png

313 0.825422 0.479294 0.258002 0.149638 -0.014140 -0.002868 3.386404 1 images0313.ToneMapper.dst.1.RGBA.png

314 0.793847 0.460759 0.343901 0.198089 -0.013035 -0.005036 3.388828 1 images0314.ToneMapper.dst.1.RGBA.png

315 0.753292 0.437601 0.425645 0.244710 -0.012400 -0.007692 3.387777 1 images0315.ToneMapper.dst.1.RGBA.png

316 0.704881 0.409559 0.501931 0.288911 -0.011645 -0.009646 3.385374 1 images0316.ToneMapper.dst.1.RGBA.png

317 0.648987 0.376182 0.573444 0.329340 -0.010100 -0.010795 3.384228 1 images0317.ToneMapper.dst.1.RGBA.png

318 0.585063 0.340612 0.637770 0.367335 -0.007455 -0.013409 3.393390 1 images0318.ToneMapper.dst.1.RGBA.png

319 0.514046 0.301082 0.696194 0.400526 -0.004542 -0.014450 3.393981 1 images0319.ToneMapper.dst.1.RGBA.png

320 0.437871 0.257666 0.746198 0.430192 -0.002460 -0.016300 3.395283 1 images0320.ToneMapper.dst.1.RGBA.png

321 0.357587 0.211261 0.788435 0.453730 0.001082 -0.015699 3.397389 1 images0321.ToneMapper.dst.1.RGBA.png

322 0.272612 0.163043 0.822188 0.472342 0.005437 -0.014977 3.397002 1 images0322.ToneMapper.dst.1.RGBA.png

323 0.185648 0.112082 0.846657 0.485947 0.007782 -0.014325 3.394939 1 images0323.ToneMapper.dst.1.RGBA.png

324 0.096570 0.060169 0.861492 0.494859 0.010849 -0.013326 3.393221 1 images0324.ToneMapper.dst.1.RGBA.png

325 0.005900 0.007798 0.867332 0.497635 0.013192 -0.010944 3.390850 1 images0325.ToneMapper.dst.1.RGBA.png

326 -0.082875 -0.045060 0.863800 0.494925 0.014519 -0.008548 3.386616 1 images0326.ToneMapper.dst.1.RGBA.png

327 -0.171952 -0.096991 0.850843 0.486921 0.015340 -0.004982 3.384938 1 images0327.ToneMapper.dst.1.RGBA.png

328 -0.259158 -0.147929 0.828541 0.473787 0.015941 -0.001973 3.382064 1 images0328.ToneMapper.dst.1.RGBA.png

329 -0.344325 -0.196535 0.797408 0.454922 0.015724 0.002682 3.379043 1 images0329.ToneMapper.dst.1.RGBA.png

330 -0.424911 -0.244293 0.757156 0.431841 0.013476 0.004543 3.377065 1 images0330.ToneMapper.dst.1.RGBA.png

331 0.500823 0.289027 -0.708726 -0.404162 0.012004 0.005519 3.374809 1 images0331.ToneMapper.dst.1.RGBA.png

332 0.572857 0.329955 -0.651389 -0.372367 0.011620 0.007083 3.374641 1 images0332.ToneMapper.dst.1.RGBA.png

333 0.638260 0.367144 -0.586746 -0.336984 0.011132 0.008542 3.374319 1 images0333.ToneMapper.dst.1.RGBA.png

334 0.696109 0.400265 -0.517101 -0.296357 0.007799 0.010684 3.372123 1 images0334.ToneMapper.dst.1.RGBA.png

335 0.745455 0.430306 -0.441430 -0.253519 0.004049 0.009656 3.373969 1 images0335.ToneMapper.dst.1.RGBA.png

336 0.787741 0.454120 -0.361020 -0.207130 0.000854 0.010406 3.375054 1 images0336.ToneMapper.dst.1.RGBA.png

337 0.820348 0.474442 -0.277042 -0.158689 -0.002912 0.008893 3.375820 1 images0337.ToneMapper.dst.1.RGBA.png

338 0.844591 0.488711 -0.190210 -0.107927 -0.005729 0.007841 3.375694 1 images0338.ToneMapper.dst.1.RGBA.png

339 0.859284 0.498101 -0.101557 -0.056678 -0.008964 0.004963 3.375792 1 images0339.ToneMapper.dst.1.RGBA.png

340 0.865074 0.501501 -0.011100 -0.004474 -0.011296 0.003820 3.379142 1 images0340.ToneMapper.dst.1.RGBA.png

341 0.731211 0.613755 0.226158 0.193620 -0.018099 -0.000659 3.385421 1 images0341.ToneMapper.dst.1.RGBA.png

342 0.622036 0.526574 0.443325 0.373168 -0.011583 -0.006790 3.391332 1 images0342.ToneMapper.dst.1.RGBA.png

343 0.456007 0.384563 0.614111 0.516756 -0.005995 -0.014811 3.388946 1 images0343.ToneMapper.dst.1.RGBA.png

344 0.240021 0.209799 0.728686 0.606127 0.005525 -0.013701 3.392204 1 images0344.ToneMapper.dst.1.RGBA.png

345 0.006472 0.010248 0.769090 0.639026 0.013766 -0.008398 3.391023 1 images0345.ToneMapper.dst.1.RGBA.png

346 -0.229610 -0.188296 0.736918 0.607269 0.017244 0.005813 3.389323 1 images0346.ToneMapper.dst.1.RGBA.png

347 -0.443226 -0.371368 0.627893 0.520948 0.011979 0.008488 3.381896 1 images0347.ToneMapper.dst.1.RGBA.png

348 0.614657 0.516252 -0.458827 -0.380996 0.006446 0.013445 3.375422 1 images0348.ToneMapper.dst.1.RGBA.png

349 0.726110 0.608972 -0.245652 -0.203893 -0.002893 0.014200 3.377999 1 images0349.ToneMapper.dst.1.RGBA.png

350 0.766322 0.642354 -0.009941 -0.005726 -0.010469 0.009194 3.381258 1 images0350.ToneMapper.dst.1.RGBA.png

